"Protein","Missing_Percent"
"EFEMP1",0
"EFEMP2",0
"EFHD1",0
"EFHD2",0
"EFL1",0
"EFNA1",70.4697986577181
"EFNA5",86.5771812080537
"EFNB1",0
"EFNB2",0
"EFR3A",0
"EFS",38.255033557047
"EFTUD2",0
"EGFL7",67.1140939597315
"EGFLAM",61.744966442953
"EGFR",0
"EGLN1",0
"EGR1",75.8389261744966
"EGR2",61.744966442953
"EHBP1",0
"EHBP1L1",0
"EHD1",0
"EHD2",0
"EHD3",0
"EHD4",0
"EHF",59.0604026845638
"EHHADH",0
"EHMT1",0
"EHMT2",0
"EI24",0
"EIF1",0
"EIF1AD",4.02684563758389
"EIF1AX",0
"EIF1AY",19.4630872483221
"EIF1B",28.8590604026846
"EIF2A",0
"EIF2AK1",81.8791946308725
"EIF2AK2",0
"EIF2AK3",12.0805369127517
"EIF2AK4",0
"EIF2B1",0
"EIF2B2",0
"EIF2B3",0
"EIF2B4",0
"EIF2B5",0
"EIF2D",0
"EIF2S1",0
"EIF2S2",0
"EIF2S3",0
"EIF3A",0
"EIF3B",0
"EIF3C",0
"EIF3D",0
"EIF3E",0
"EIF3F",0
"EIF3G",0
"EIF3H",0
"EIF3I",0
"EIF3J",0
"EIF3K",0
"EIF3L",0
"EIF3M",0
"EIF4A1",0
"EIF4A2",0
"EIF4A3",0
"EIF4B",0
"EIF4E",0
"EIF4E2",0
"EIF4E3",0
"EIF4EBP1",0
"EIF4EBP2",0
"EIF4EBP3",26.8456375838926
"EIF4ENIF1",0
"EIF4G1",0
"EIF4G2",0
"EIF4G3",0
"EIF4H",0
"EIF5",0
"EIF5A",0
"EIF5A2",16.7785234899329
"EIF5B",0
"EIF6",0
"EIPR1",0
"ELAC1",41.6107382550336
"ELAC2",0
"ELANE",0
"ELAVL1",0
"ELF1",0
"ELF2",0
"ELF3",14.7651006711409
"ELF4",65.7718120805369
"ELFN1",87.248322147651
"ELK1",77.8523489932886
"ELK3",55.0335570469799
"ELL",12.751677852349
"ELL2",82.5503355704698
"ELMO1",0
"ELMO2",0
"ELMO3",0
"ELMOD2",0
"ELMOD3",95.9731543624161
"ELN",4.69798657718121
"ELOA",0
"ELOB",0
"ELOC",0
"ELOF1",5.36912751677852
"ELOVL1",8.05369127516778
"ELOVL5",67.7852348993289
"ELOVL7",73.8255033557047
"ELP1",0
"ELP2",0
"ELP3",0
"ELP4",0
"ELP5",0
"ELP6",0
"EMB",14.7651006711409
"EMC1",0
"EMC10",4.02684563758389
"EMC2",0
"EMC3",0
"EMC4",0
"EMC6",67.7852348993289
"EMC7",0
"EMC8",0
"EMC9",61.744966442953
"EMCN",4.02684563758389
"EMD",0
"EMG1",0
"EMILIN1",0
"EMILIN2",0
"EML1",0
"EML2",0
"EML3",0
"EML4",0
"EMP3",60.4026845637584
"EMSY",0
"ENAH",0
"ENC1",63.0872483221477
"ENDOD1",0
"ENDOG",0
"ENDOV",96.6442953020134
"ENG",0
"ENGASE",4.69798657718121
"ENKD1",65.7718120805369
"ENO1",0
"ENO2",0
"ENO3",26.1744966442953
"ENOPH1",0
"ENOSF1",0
"ENPEP",0
"ENPP1",0
"ENPP2",0
"ENPP4",0
"ENPP5",62.4161073825503
"ENPP6",71.8120805369127
"ENSA",0
"ENTPD1",0
"ENTPD2",91.2751677852349
"ENTPD3",13.4228187919463
"ENTPD4",31.5436241610738
"ENTPD5",0
"ENTPD6",86.5771812080537
"ENTPD7",32.2147651006711
"ENTR1",2.01342281879195
"ENY2",0
"EOGT",0
"EOMES",76.510067114094
"EP300",0
"EP400",0
"EPB41",0
"EPB41L1",0
"EPB41L2",0
"EPB41L3",0
"EPB41L4A",66.4429530201342
"EPB41L4B",5.36912751677852
"EPB41L5",0
"EPB42",0
"EPC1",14.7651006711409
"EPC2",24.1610738255034
"EPCAM",0
"EPDR1",0
"EPG5",0
"EPHA1",79.1946308724832
"EPHA2",4.69798657718121
"EPHA3",42.2818791946309
"EPHA4",48.993288590604
"EPHB2",0
"EPHB3",4.02684563758389
"EPHB4",4.69798657718121
"EPHB6",67.7852348993289
"EPHX1",0
"EPHX2",0
"EPHX4",53.0201342281879
"EPM2A",53.6912751677852
"EPM2AIP1",0
"EPN1",0
"EPN2",0
"EPN3",14.0939597315436
"EPPK1",0
"EPRS1",0
"EPS15",0
"EPS15L1",0
"EPS8",0
"EPS8L1",0
"EPS8L2",0
"EPS8L3",0
"EPSTI1",8.05369127516778
"EPX",0
"EPYC",87.248322147651
"ERAL1",0
"ERAP1",0
"ERAP2",0
"ERBB2",0
"ERBB3",15.4362416107383
"ERBIN",0
"ERC1",0
"ERCC1",5.36912751677852
"ERCC2",0
"ERCC3",0
"ERCC4",0
"ERCC5",63.0872483221477
"ERCC6",8.05369127516778
"ERCC6L",65.7718120805369
"ERCC8",53.0201342281879
"ERF",36.9127516778523
"ERG",43.6241610738255
"ERG28",26.1744966442953
"ERGIC1",0
"ERGIC2",0
"ERGIC3",0
"ERH",0
"ERI1",0
"ERI3",0
"ERICH1",22.8187919463087
"ERICH5",0
"ERLEC1",0
"ERLIN1",0
"ERLIN2",0
"ERMP1",0
"ERN1",49.6644295302013
"ERN2",15.4362416107383
"ERO1A",0
"ERO1B",0
"ERP27",0
"ERP29",0
"ERP44",0
"ERRFI1",22.8187919463087
"ERVK3.1",0
"ESAM",17.4496644295302
"ESCO1",70.4697986577181
"ESD",0
"ESF1",0
"ESM1",89.9328859060403
"ESPN",22.1476510067114
"ESRP1",0
"ESRP2",4.02684563758389
"ESRRA",57.0469798657718
"ESS2",0
"ESYT1",0
"ESYT2",0
"ESYT3",32.8859060402685
"ETAA1",60.4026845637584
"ETF1",0
"ETFA",0
"ETFB",0
"ETFDH",0
"ETFRF1",21.4765100671141
"ETHE1",0
"ETNK1",12.0805369127517
"ETS1",28.1879194630872
"ETV3",60.4026845637584
"ETV6",0
"EVA1B",53.0201342281879
"EVA1C",77.1812080536913
"EVC",63.758389261745
"EVI2B",0
"EVI5",0
"EVI5L",10.0671140939597
"EVL",0
"EVPL",0
"EWSR1",0
"EXD2",0
"EXD3",77.8523489932886
"EXOC1",0
"EXOC2",0
"EXOC3",0
"EXOC3L2",4.02684563758389
"EXOC3L4",94.6308724832215
"EXOC4",0
"EXOC5",0
"EXOC6",0
"EXOC6B",0
"EXOC7",0
"EXOC8",0
"EXOG",0
"EXOSC1",0
"EXOSC10",0
"EXOSC2",0
"EXOSC3",0
"EXOSC4",0
"EXOSC5",0
"EXOSC6",0
"EXOSC7",0
"EXOSC8",0
"EXOSC9",0
"EXPH5",24.1610738255034
"EXT1",30.8724832214765
"EXT2",0
"EXTL2",32.8859060402685
"EXTL3",76.510067114094
"EYA3",14.0939597315436
"EZH1",34.8993288590604
"EZH2",47.6510067114094
"EZHIP",60.4026845637584
"EZR",0
"F10",0
"F11",0
"F11R",0
"F12",0
"F13A1",0
"F13B",0
"F2",0
"F2R",68.4563758389262
"F2RL1",75.1677852348993
"F3",0
"F5",0
"F7",53.0201342281879
"F8",72.4832214765101
"F9",0
"FA2H",61.744966442953
"FAAH",5.36912751677852
"FAAH2",80.5369127516778
"FAAP100",72.4832214765101
"FABP1",0
"FABP12",69.7986577181208
"FABP2",0
"FABP4",0
"FABP5",0
"FABP6",18.1208053691275
"FABP7",95.9731543624161
"FABP9",0
"FADD",0
"FADS1",69.7986577181208
"FADS2",36.241610738255
"FADS3",85.2348993288591
"FAF1",0
"FAF2",0
"FAH",0
"FAHD1",0
"FAHD2A",0
"FAHD2B",83.2214765100671
"FAIM",10.738255033557
"FAM102A",0
"FAM102B",3.35570469798658
"FAM104A",71.8120805369127
"FAM107B",0
"FAM110A",92.6174496644295
"FAM110B",88.5906040268456
"FAM110C",73.1543624161074
"FAM111A",13.4228187919463
"FAM111B",73.1543624161074
"FAM114A1",0
"FAM114A2",0
"FAM117A",63.758389261745
"FAM117B",12.0805369127517
"FAM118A",43.6241610738255
"FAM118B",0
"FAM120A",0
"FAM120B",0
"FAM120C",0
"FAM122A",32.2147651006711
"FAM122B",57.0469798657718
"FAM126A",4.02684563758389
"FAM126B",37.5838926174497
"FAM133B",44.9664429530201
"FAM135A",65.1006711409396
"FAM136A",0
"FAM13A",3.35570469798658
"FAM151B",36.9127516778523
"FAM160A1",4.69798657718121
"FAM160A2",4.02684563758389
"FAM160B1",0
"FAM160B2",0
"FAM161A",86.5771812080537
"FAM162A",0
"FAM168A",4.02684563758389
"FAM168B",41.6107382550336
"FAM169A",10.0671140939597
"FAM171A1",13.4228187919463
"FAM172A",0
"FAM174A",28.8590604026846
"FAM174B",10.738255033557
"FAM177A1",0
"FAM180A",30.8724832214765
"FAM180B",75.1677852348993
"FAM185A",18.7919463087248
"FAM193A",33.5570469798658
"FAM193B",44.2953020134228
"FAM199X",94.6308724832215
"FAM204A",86.5771812080537
"FAM207A",29.5302013422819
"FAM20A",58.3892617449664
"FAM20B",5.36912751677852
"FAM20C",51.6778523489933
"FAM210A",17.4496644295302
"FAM210B",22.8187919463087
"FAM219A",64.4295302013423
"FAM219B",75.1677852348993
"FAM221A",30.8724832214765
"FAM222B",90.6040268456376
"FAM227B",59.7315436241611
"FAM234A",12.0805369127517
"FAM234B",96.6442953020134
"FAM241A",15.4362416107383
"FAM241B",48.993288590604
"FAM32A",0
"FAM3A",10.0671140939597
"FAM3B",0
"FAM3C",0
"FAM3D",0
"FAM43A",91.2751677852349
"FAM50A",0
"FAM50B",53.6912751677852
"FAM53B",60.4026845637584
"FAM76A",13.4228187919463
"FAM76B",4.02684563758389
"FAM83A",47.6510067114094
"FAM83B",0
"FAM83D",95.3020134228188
"FAM83E",42.9530201342282
"FAM83F",73.1543624161074
"FAM83G",20.1342281879195
"FAM83H",0
"FAM89A",78.5234899328859
"FAM89B",10.0671140939597
"FAM8A1",0
"FAM91A1",0
"FAM92A",41.6107382550336
"FAM92B",42.9530201342282
"FAM98A",0
"FAM98B",0
"FAM98C",0
"FAN1",73.1543624161074
"FANCA",96.6442953020134
"FANCB",95.3020134228188
"FANCD2",72.4832214765101
"FANCI",30.2013422818792
"FANCL",95.9731543624161
"FAP",0
"FAR1",33.5570469798658
"FARP1",0
"FARP2",0
"FARS2",0
"FARSA",0
"FARSB",0
"FAS",5.36912751677852
"FASN",0
"FASTKD1",30.8724832214765
"FASTKD2",0
"FASTKD5",0
"FAT1",0
"FAT2",60.4026845637584
"FAT4",8.05369127516778
"FAU",0
"FBH1",7.38255033557047
"FBL",0
"FBLIM1",0
"FBLL1",10.0671140939597
"FBLN1",0
"FBLN2",0
"FBLN5",0
"FBLN7",2.01342281879195
"FBN1",0
"FBN2",28.1879194630872
"FBN3",0
"FBP1",0
"FBP2",0
"FBRS",57.7181208053691
"FBRSL1",80.5369127516778
"FBXL12",55.7046979865772
"FBXL14",94.6308724832215
"FBXL15",3.35570469798658
"FBXL17",11.4093959731544
"FBXL18",0
"FBXL19",73.8255033557047
"FBXL2",91.9463087248322
"FBXL20",0
"FBXL3",73.1543624161074
"FBXL4",75.8389261744966
"FBXL6",38.255033557047
"FBXL7",96.6442953020134
"FBXL8",47.6510067114094
"FBXO11",20.1342281879195
"FBXO17",81.8791946308725
"FBXO2",0
"FBXO21",19.4630872483221
"FBXO22",0
"FBXO28",79.1946308724832
"FBXO3",0
"FBXO30",5.36912751677852
"FBXO32",92.6174496644295
"FBXO38",0
"FBXO4",0
"FBXO42",77.8523489932886
"FBXO44",52.3489932885906
"FBXO45",0
"FBXO5",23.489932885906
"FBXO6",0
"FBXO7",0
"FBXO9",62.4161073825503
"FBXW11",24.1610738255034
"FBXW2",0
"FBXW4",51.006711409396
"FBXW5",22.1476510067114
"FBXW7",85.9060402684564
"FBXW8",32.8859060402685
"FBXW9",3.35570469798658
"FCAR",53.6912751677852
"FCER1A",95.9731543624161
"FCER1G",0
"FCER2",88.5906040268456
"FCF1",18.7919463087248
"FCGBP",0
"FCGR1A",32.2147651006711
"FCGR2A",57.0469798657718
"FCGR2B",20.1342281879195
"FCGR3A",10.0671140939597
"FCGR3B",56.3758389261745
"FCGRT",0
"FCHO1",37.5838926174497
"FCHO2",0
"FCHSD1",0
"FCHSD2",0
"FCMR",93.9597315436242
"FCN1",0
"FCN2",17.4496644295302
"FCN3",0
"FCRL5",69.7986577181208
"FCRLA",95.9731543624161
"FCSK",0
"FDFT1",0
"FDPS",0
"FDX1",0
"FDX2",5.36912751677852
"FDXACB1",96.6442953020134
"FDXR",0
"FECH",0
"FEM1B",55.0335570469799
"FEM1C",92.6174496644295
"FEN1",0
"FER",0
"FER1L6",12.0805369127517
"FERMT1",0
"FERMT2",0
"FERMT3",0
"FES",0
"FETUB",0
"FEZ2",4.02684563758389
"FGA",0
"FGB",0
"FGD1",71.1409395973154
"FGD2",3.35570469798658
"FGD3",0
"FGD4",0
"FGD5",0
"FGD6",0
"FGF1",24.8322147651007
"FGF2",5.36912751677852
"FGFBP1",36.9127516778523
"FGFR1",27.5167785234899
"FGFR1OP",0
"FGFR1OP2",5.36912751677852
"FGFRL1",82.5503355704698
"FGGY",0
"FGL1",5.36912751677852
"FGL2",0
"FGR",10.738255033557
"FH",0
"FHDC1",95.9731543624161
"FHIT",0
"FHL1",0
"FHL2",0
"FHL3",0
"FHL5",0
"FHOD1",0
"FHOD3",83.8926174496644
"FIBIN",8.05369127516778
"FIBP",0
"FICD",69.7986577181208
"FIG4",0
"FIGNL1",80.5369127516778
"FILIP1",4.02684563758389
"FILIP1L",0
"FIP1L1",0
"FIS1",0
"FITM2",26.1744966442953
"FIZ1",44.2953020134228
"FKBP10",0
"FKBP11",0
"FKBP14",0
"FKBP15",0
"FKBP1A",0
"FKBP1B",8.05369127516778
"FKBP1C",94.6308724832215
"FKBP3",0
"FKBP4",0
"FKBP5",0
"FKBP7",0
"FKBP8",0
"FKBP9",0
"FKBPL",32.2147651006711
"FLAD1",0
"FLCN",3.35570469798658
"FLG",68.4563758389262
"FLI1",18.7919463087248
"FLII",0
"FLNA",0
"FLNB",0
"FLNC",0
"FLOT1",0
"FLOT2",0
"FLRT2",4.69798657718121
"FLRT3",24.8322147651007
"FLT1",0
"FLVCR1",87.9194630872483
"FLVCR2",95.9731543624161
"FLYWCH1",80.5369127516778
"FLYWCH2",0
"FMC1",32.8859060402685
"FMN1",0
"FMNL1",0
"FMNL2",0
"FMNL3",0
"FMO1",14.0939597315436
"FMO3",0
"FMO4",92.6174496644295
"FMO5",0
"FMOD",0
"FMR1",0
"FN1",0
"FN3K",0
"FN3KRP",0
"FNBP1",0
"FNBP1L",0
"FNBP4",0
"FNDC1",0
"FNDC3A",0
"FNDC3B",0
"FNIP1",67.1140939597315
"FNIP2",8.7248322147651
"FNTA",0
"FNTB",28.8590604026846
"FOCAD",0
"FOLH1",24.1610738255034
"FOLR1",34.8993288590604
"FOLR2",0
"FOLR3",79.1946308724832
"FOPNL",75.1677852348993
"FOS",40.2684563758389
"FOSB",92.6174496644295
"FOSL1",84.5637583892617
"FOSL2",10.0671140939597
"FOXA1",65.1006711409396
"FOXA2",24.1610738255034
"FOXA3",46.9798657718121
"FOXC1",68.4563758389262
"FOXF2",77.8523489932886
"FOXJ2",4.69798657718121
"FOXJ3",10.738255033557
"FOXK1",0
"FOXK2",0
"FOXN3",84.5637583892617
"FOXO1",10.0671140939597
"FOXO3",12.751677852349
"FOXO4",83.2214765100671
"FOXP1",85.2348993288591
"FOXP2",95.9731543624161
"FOXP3",96.6442953020134
"FOXP4",40.9395973154362
"FOXRED1",5.36912751677852
"FOXRED2",94.6308724832215
"FPGS",23.489932885906
"FPGT",0
"FPR1",61.0738255033557
"FPR2",95.9731543624161
"FRA10AC1",12.0805369127517
"FRAS1",0
"FREM1",28.8590604026846
"FREM2",8.7248322147651
"FRG1",0
"FRK",0
"FRMD3",94.6308724832215
"FRMD4A",50.3355704697987
"FRMD4B",81.8791946308725
"FRMD5",76.510067114094
"FRMD6",0
"FRMD8",0
"FRMPD3",57.0469798657718
"FRRS1",28.8590604026846
"FRS2",87.248322147651
"FRY",10.0671140939597
"FRYL",0
"FRZB",0
"FSBP",85.9060402684564
"FSCN1",0
"FSD1",75.1677852348993
"FSD1L",16.7785234899329
"FSHR",85.2348993288591
"FST",26.1744966442953
"FSTL1",0
"FSTL3",68.4563758389262
"FTCD",69.7986577181208
"FTH1",0
"FTL",0
"FTO",0
"FTSJ1",0
"FTSJ3",0
"FUBP1",0
"FUBP3",0
"FUCA1",0
"FUCA2",0
"FUNDC1",47.6510067114094
"FUNDC2",0
"FUOM",67.7852348993289
"FURIN",30.8724832214765
"FUS",0
"FUT1",83.2214765100671
"FUT11",3.35570469798658
"FUT2",63.0872483221477
"FUT3",15.4362416107383
"FUT4",65.7718120805369
"FUT6",61.744966442953
"FUT8",0
"FXN",0
"FXR1",0
"FXR2",0
"FXYD1",86.5771812080537
"FXYD2",0
"FYB1",0
"FYCO1",0
"FYN",3.35570469798658
"FYTTD1",0
"FZD1",4.02684563758389
"FZD2",80.5369127516778
"FZD4",89.9328859060403
"FZD5",89.261744966443
"FZD6",20.8053691275168
"FZD7",69.7986577181208
"FZR1",28.8590604026846
"G3BP1",0
"G3BP2",0
"G6PC3",25.503355704698
"G6PD",0
"GAA",0
"GAB1",0
"GAB2",0
"GAB3",81.2080536912752
"GABARAP",32.2147651006711
"GABARAPL1",11.4093959731544
"GABARAPL2",0
"GABPA",0
"GABPB1",0
"GABPB2",67.7852348993289
"GAD2",27.5167785234899
"GADD45GIP1",0
"GAK",0
"GAL3ST4",34.8993288590604
"GALC",0
"GALE",0
"GALK1",0
"GALK2",0
"GALM",0
"GALNS",0
"GALNT1",0
"GALNT10",10.0671140939597
"GALNT11",0
"GALNT12",0
"GALNT14",86.5771812080537
"GALNT16",57.7181208053691
"GALNT2",0
"GALNT3",0
"GALNT5",0
"GALNT6",0
"GALNT7",0
"GALNT9",56.3758389261745
"GALT",0
"GAMT",0
"GAN",0
"GANAB",0
"GANC",0
"GAP43",0
"GAPDH",0
"GAPDHS",73.8255033557047
"GAPVD1",0
"GAR1",0
"GAREM1",57.7181208053691
"GARS1",0
"GART",0
"GAS1",79.1946308724832
"GAS2",0
"GAS2L1",37.5838926174497
"GAS6",0
"GAS7",0
"GASK1B",0
"GAST",69.7986577181208
"GATA4",78.5234899328859
"GATA6",36.241610738255
"GATAD1",20.1342281879195
"GATAD2A",0
"GATAD2B",0
"GATB",9.39597315436242
"GATC",96.6442953020134
"GATD1",0
"GATM",0
"GBA",0
"GBA2",21.4765100671141
"GBA3",72.4832214765101
"GBE1",0
"GBF1",0
"GBP1",0
"GBP2",0
"GBP3",40.9395973154362
"GBP4",0
"GBP5",0
"GBP6",79.8657718120805
"GBP7",77.1812080536913
"GC",0
"GCA",0
"GCAT",3.35570469798658
"GCC1",0
"GCC2",0
"GCDH",0
"GCFC2",0
"GCG",0
"GCH1",46.3087248322148
"GCHFR",3.35570469798658
"GCLC",0
"GCLM",0
"GCN1",0
"GCNT1",30.2013422818792
"GCNT3",0
"GCSAM",94.6308724832215
"GCSH",0
"GDA",0
"GDAP1",0
"GDAP2",0
"GDE1",5.36912751677852
"GDF15",20.8053691275168
"GDI1",0
"GDI2",0
"GDPD1",35.5704697986577
"GDPD3",21.4765100671141
"GDPGP1",7.38255033557047
"GEM",6.71140939597315
"GEMIN2",18.7919463087248
"GEMIN4",0
"GEMIN5",0
"GEMIN6",30.2013422818792
"GEMIN7",34.2281879194631
"GEMIN8",20.1342281879195
"GEN1",77.1812080536913
"GET1",57.7181208053691
"GET3",0
"GET4",0
"GFAP",48.3221476510067
"GFER",0
"GFM1",0
"GFM2",0
"GFOD1",67.1140939597315
"GFOD2",22.8187919463087
"GFPT1",0
"GFPT2",0
"GFRA1",10.0671140939597
"GFRA2",91.9463087248322
"GFRA3",69.1275167785235
"GGA1",0
"GGA2",0
"GGA3",0
"GGACT",0
"GGCT",0
"GGCX",10.0671140939597
"GGH",0
"GGNBP2",28.8590604026846
"GGPS1",0
"GGT2",48.3221476510067
"GGT5",0
"GGT6",79.1946308724832
"GGT7",3.35570469798658
"GHDC",0
"GHITM",21.4765100671141
"GHRL",0
"GID4",48.993288590604
"GID8",0
"GIGYF1",0
"GIGYF2",0
"GIMAP1",0
"GIMAP1.GIMAP5",96.6442953020134
"GIMAP2",43.6241610738255
"GIMAP4",0
"GIMAP6",42.9530201342282
"GIMAP7",0
"GIMAP8",0
"GINS1",34.8993288590604
"GINS2",79.8657718120805
"GINS3",30.2013422818792
"GINS4",70.4697986577181
"GIP",36.241610738255
"GIPC1",0
"GIPC2",0
"GIPC3",15.4362416107383
"GIT1",0
"GIT2",0
"GJA1",54.3624161073826
"GJB1",24.8322147651007
"GJB3",57.7181208053691
"GK",15.4362416107383
"GK5",77.1812080536913
"GKAP1",72.4832214765101
"GKN1",44.2953020134228
"GKN2",79.8657718120805
"GLA",0
"GLB1",0
"GLB1L",63.0872483221477
"GLB1L2",76.510067114094
"GLCCI1",63.0872483221477
"GLCE",0
"GLDC",78.5234899328859
"GLE1",3.35570469798658
"GLG1",0
"GLI1",65.7718120805369
"GLI2",81.2080536912752
"GLI3",89.9328859060403
"GLIPR1",20.8053691275168
"GLIPR2",0
"GLIS3",95.9731543624161
"GLMN",4.02684563758389
"GLMP",30.2013422818792
"GLO1",0
"GLOD4",0
"GLOD5",71.1409395973154
"GLRX",0
"GLRX2",75.8389261744966
"GLRX3",0
"GLRX5",0
"GLS",0
"GLS2",22.1476510067114
"GLT8D1",0
"GLT8D2",18.7919463087248
"GLTP",0
"GLUD1",0
"GLUD2",0
"GLUL",0
"GLYCTK",66.4429530201342
"GLYR1",0
"GM2A",0
"GMCL1",93.9597315436242
"GMDS",0
"GMEB1",0
"GMEB2",0
"GMFB",0
"GMFG",0
"GMIP",0
"GMNN",69.7986577181208
"GMPPA",0
"GMPPB",0
"GMPR",0
"GMPR2",0
"GMPS",0
"GNA11",0
"GNA12",15.4362416107383
"GNA13",0
"GNA14",86.5771812080537
"GNA15",42.9530201342282
"GNAI1",3.35570469798658
"GNAI2",0
"GNAI3",0
"GNAO1",0
"GNAQ",0
"GNAS",0
"GNAZ",81.2080536912752
"GNB1",0
"GNB1L",3.35570469798658
"GNB2",0
"GNB3",84.5637583892617
"GNB4",0
"GNB5",41.6107382550336
"GNE",0
"GNG10",58.3892617449664
"GNG11",23.489932885906
"GNG12",0
"GNG2",0
"GNG4",60.4026845637584
"GNG5",0
"GNG7",4.02684563758389
"GNL1",0
"GNL2",0
"GNL3",0
"GNL3L",0
"GNLY",65.7718120805369
"GNMT",0
"GNPAT",0
"GNPDA1",0
"GNPDA2",0
"GNPNAT1",0
"GNPTAB",27.5167785234899
"GNPTG",0
"GNS",0
"GOLGA1",0
"GOLGA2",0
"GOLGA3",0
"GOLGA4",0
"GOLGA5",0
"GOLGA7",0
"GOLGB1",0
"GOLIM4",0
"GOLM1",0
"GOLPH3",0
"GOLPH3L",0
"GOLT1B",44.2953020134228
"GON4L",42.9530201342282
"GON7",0
"GOPC",0
"GORAB",0
"GORASP1",2.01342281879195
"GORASP2",0
"GOSR1",0
"GOT1",0
"GOT2",0
"GP1BA",46.9798657718121
"GP1BB",86.5771812080537
"GP2",0
"GP5",59.0604026845638
"GP6",30.2013422818792
"GP9",95.9731543624161
"GPA33",18.7919463087248
"GPAA1",0
"GPALPP1",0
"GPAM",41.6107382550336
"GPANK1",95.3020134228188
"GPAT3",50.3355704697987
"GPAT4",5.36912751677852
"GPATCH1",0
"GPATCH11",5.36912751677852
"GPATCH2",24.8322147651007
"GPATCH2L",77.1812080536913
"GPATCH4",34.2281879194631
"GPATCH8",0
"GPBP1",12.0805369127517
"GPBP1L1",23.489932885906
"GPC1",0
"GPC3",73.1543624161074
"GPC4",0
"GPC6",0
"GPCPD1",0
"GPD1",0
"GPD1L",0
"GPD2",0
"GPHA2",95.3020134228188
"GPHN",0
"GPI",0
"GPKOW",0
"GPLD1",0
"GPM6B",71.1409395973154
"GPN1",4.02684563758389
"GPN2",56.3758389261745
"GPN3",38.9261744966443
"GPNMB",0
"GPR107",0
"GPR108",0
"GPR137B",96.6442953020134
"GPR157",95.9731543624161
"GPR180",0
"GPR39",41.6107382550336
"GPR84",46.3087248322148
"GPRASP2",32.8859060402685
"GPRC5A",0
"GPRC5B",95.3020134228188
"GPRC5C",3.35570469798658
"GPRIN1",0
"GPRIN3",0
"GPS1",0
"GPS2",4.02684563758389
"GPSM1",16.1073825503356
"GPSM3",0
"GPT",0
"GPT2",0
"GPX1",0
"GPX2",0
"GPX3",0
"GPX4",0
"GPX7",0
"GPX8",0
"GRAMD1A",17.4496644295302
"GRAMD1B",48.993288590604
"GRAMD2B",18.7919463087248
"GRAMD4",0
"GRAP",20.1342281879195
"GRAP2",0
"GRB10",0
"GRB14",72.4832214765101
"GRB2",0
"GRB7",0
"GREB1",87.9194630872483
"GREM1",0
"GREM2",93.2885906040269
"GRHL1",63.758389261745
"GRHL2",4.02684563758389
"GRHL3",87.248322147651
"GRHPR",0
"GRIP1",60.4026845637584
"GRIPAP1",0
"GRK2",0
"GRK3",59.7315436241611
"GRK5",9.39597315436242
"GRK6",0
"GRN",0
"GRP",21.4765100671141
"GRPEL1",0
"GRPEL2",75.1677852348993
"GRSF1",0
"GRTP1",79.8657718120805
"GRWD1",0
"GSAP",58.3892617449664
"GSDMA",48.3221476510067
"GSDMB",0
"GSDMD",0
"GSDME",0
"GSE1",18.7919463087248
"GSK3A",0
"GSK3B",0
"GSKIP",5.36912751677852
"GSN",0
"GSPT1",0
"GSPT2",0
"GSR",0
"GSS",0
"GSTA3",86.5771812080537
"GSTA4",0
"GSTCD",0
"GSTK1",0
"GSTM1",69.1275167785235
"GSTM2",0
"GSTM3",0
"GSTM4",5.36912751677852
"GSTM5",0
"GSTO1",0
"GSTZ1",0
"GTDC1",43.6241610738255
"GTF2A1",0
"GTF2A2",0
"GTF2B",0
"GTF2E1",9.39597315436242
"GTF2E2",0
"GTF2F1",0
"GTF2F2",0
"GTF2H1",0
"GTF2H3",27.5167785234899
"GTF2H4",0
"GTF2H5",11.4093959731544
"GTF2I",0
"GTF2IRD1",88.5906040268456
"GTF2IRD2",96.6442953020134
"GTF3A",28.1879194630872
"GTF3C1",0
"GTF3C2",0
"GTF3C3",0
"GTF3C4",0
"GTF3C5",0
"GTF3C6",6.04026845637584
"GTPBP1",0
"GTPBP10",0
"GTPBP2",0
"GTPBP3",46.9798657718121
"GTPBP4",0
"GTPBP6",0
"GTPBP8",46.3087248322148
"GTSE1",73.8255033557047
"GTSF1",73.1543624161074
"GUCA2A",81.8791946308725
"GUCD1",87.248322147651
"GUCY1A1",0
"GUCY1A2",0
"GUCY1B1",0
"GUCY2C",69.7986577181208
"GUF1",0
"GUK1",0
"GULP1",0
"GUSB",0
"GXYLT1",13.4228187919463
"GXYLT2",71.8120805369127
"GYG1",0
"GYG2",18.1208053691275
"GYPA",37.5838926174497
"GYPC",48.993288590604
"GYS1",0
"GZF1",83.2214765100671
"GZMA",0
"GZMB",75.1677852348993
"GZMH",16.1073825503356
"GZMK",8.7248322147651
"GZMM",46.3087248322148
"H1.0",0
"H1.1",8.7248322147651
"H1.10",0
"H1.2",0
"H1.3",0
"H1.4",0
"H1.5",0
"H2AC21",0
"H2AX",0
"H2BC1",8.05369127516778
"H3.2",4.02684563758389
"H3Y2",70.4697986577181
"H6PD",0
"HAAO",0
"HABP2",0
"HABP4",0
"HACD2",0
"HACD3",0
"HACD4",44.9664429530201
"HACE1",29.5302013422819
"HACL1",0
"HADH",0
"HADHA",0
"HADHB",0
"HAGH",0
"HAMP",83.2214765100671
"HAND2",96.6442953020134
"HAPLN1",4.02684563758389
"HAPLN3",0
"HAPLN4",93.9597315436242
"HARS2",0
"HAT1",0
